actor,control_action_types,episode_id,events_tail_json,extra_mortal_action_ids_json,hand_json,iteration,last_discard_json,legal_action_count,legal_action_keys_json,legal_action_types_json,mismatch_kind,missing_legal_keys_json,missing_legal_types_json,mortal_mask_true_ids_json,pilot_config_id,replay_hint,rollout_seed,source_action_ids_json,step_index,torch_seed
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",687411a4,[],[42],"""""",0,"""""",4,"[""0|tile=4|consumed=|from=-1|flags=1"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[4,14,22,26,42]",0,,202604330000,"[[4,34],[22,36],[14],[26]]",257,202604330000
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",10,"[""0|tile=10|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=1"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,4,8,10,13,16,20,21,23,27,42]",0,,202604330000,"[[10],[2],[20],[21],[4,34],[13,35],[23],[16],[8],[27]]",16,202604330000
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",10,"[""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=33|consumed=|from=-1|flags=1"",""0|tile=27|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,4,8,13,16,20,21,23,27,33,42]",0,,202604330000,"[[2],[20],[21],[4,34],[13,35],[23],[16],[8],[33],[27]]",32,202604330000
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",8,"[""0|tile=18|consumed=|from=-1|flags=1"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,4,8,13,16,18,21,23,42]",0,,202604330000,"[[18],[2],[21],[4,34],[13,35],[23],[16],[8]]",59,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",9,"[""0|tile=3|consumed=|from=-1|flags=1"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,8,14,15,16,17,24,25,35,42]",0,,202604330000,"[[3],[13,35],[14],[15],[24],[16],[25],[8],[17]]",99,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",9,"[""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=1"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,14,15,16,17,22,24,25,35,42]",0,,202604330000,"[[3],[13,35],[22,36],[14],[15],[24],[16],[25],[17]]",115,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",9,"[""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=1""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,14,15,16,17,24,25,29,35,42]",0,,202604330000,"[[3],[13,35],[14],[15],[24],[16],[25],[17],[29]]",131,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",9,"[""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=1""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,14,15,16,17,24,25,32,35,42]",0,,202604330000,"[[3],[13,35],[14],[15],[24],[16],[25],[17],[32]]",139,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",9,"[""0|tile=10|consumed=|from=-1|flags=1"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,10,14,15,16,17,24,25,35,42]",0,,202604330000,"[[10],[3],[13,35],[14],[15],[24],[16],[25],[17]]",155,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",054c246d,[],[42],"""""",0,"""""",9,"[""0|tile=18|consumed=|from=-1|flags=1"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,14,15,16,17,18,24,25,35,42]",0,,202604330000,"[[18],[3],[13,35],[14],[15],[24],[16],[25],[17]]",171,202604330000
