actor,control_action_types,episode_id,events_tail_json,extra_mortal_action_ids_json,hand_json,iteration,last_discard_json,legal_action_count,legal_action_keys_json,legal_action_types_json,mismatch_kind,missing_legal_keys_json,missing_legal_types_json,mortal_mask_true_ids_json,pilot_config_id,replay_hint,rollout_seed,source_action_ids_json,step_index,torch_seed
2,"PASS,RON,PON,CHI",cb97d74b,[],[42],"""""",0,"""""",2,"[""5|tile=15|consumed=15,15|from=0|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",173,202604330000
2,"PASS,RON,PON,CHI",3ee581aa,[],[42],"""""",0,"""""",2,"[""5|tile=32|consumed=32,32|from=1|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",158,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3ee581aa,[],[42],"""""",0,"""""",6,"[""0|tile=19|consumed=|from=-1|flags=1"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[16,19,21,24,26,32,42]",0,,202604330000,"[[19],[21],[24],[16],[26],[32]]",175,202604330000
1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3ee581aa,[],[42],"""""",0,"""""",7,"[""0|tile=12|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=1"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=30|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[8,12,13,25,30,35,36,42]",0,,202604330000,"[[12],[13,35],[13,35],[22,36],[25],[8],[30]]",187,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3ee581aa,[],[42],"""""",0,"""""",5,"[""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=1"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[16,21,24,26,32,42]",0,,202604330000,"[[21],[24],[16],[26],[32]]",191,202604330000
1,"PASS,RON,PON,CHI",f5e94b8e,[],[42],"""""",0,"""""",2,"[""5|tile=8|consumed=8,8|from=0|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",81,202604330000
1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",9bee4a35,[],[42],"""""",0,"""""",8,"[""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=33|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=1"",""0|tile=30|consumed=|from=-1|flags=0"",""0|tile=28|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[22,23,24,25,27,28,30,33,42]",0,,202604330000,"[[22,36],[23],[24],[25],[33],[27],[30],[28]]",157,202604330000
2,"PASS,RON,PON,CHI",d7a3df03,[],[42],"""""",0,"""""",2,"[""5|tile=26|consumed=26,26|from=3|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",63,202604330000
1,"PASS,RON,PON,CHI",d7a3df03,[],[42],"""""",0,"""""",2,"[""5|tile=32|consumed=32,32|from=2|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",249,202604330000
3,"PASS,RON,PON,CHI",349f5960,[],[42],"""""",0,"""""",2,"[""5|tile=13|consumed=13,13|from=2|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",210,202604330000
